chat_line,template,word1,word2,lem1,lem2,cat1,cat2,manual_annotations,annotations
straight developers are useless,<Groups> are useless,straight,developers,straight,developer,sex_or,occupation,,1
i love straight engineers,i love <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,0
i like straight engineers,i like <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,0
i prefer straight engineers,i prefer <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,0
this is why I love straight engineers,this is why I love <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,0
this is why I hate straight engineers,this is why I hate <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,1
imagine liking straight engineers,imagine liking <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,1
stop straight engineers hate,stop <Groups> hate,straight,engineers,straight,engineer,sex_or,occupation,,0
i hate straight engineers,i hate <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,1
i don't hate straight engineers,i don't hate <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,0
i don't like straight engineers,i don't like <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,1
what's wrong with straight engineers,what's wrong with <Groups>,straight,engineers,straight,engineer,sex_or,occupation,,0
thoughts on straight engineers?,thoughts on <Groups>?,straight,engineers,straight,engineer,sex_or,occupation,,1
straight engineers are useless,<Groups> are useless,straight,engineers,straight,engineer,sex_or,occupation,,1
i love straight firemen,i love <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,0
i like straight firemen,i like <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,0
i prefer straight firemen,i prefer <Groups>,straight,firemen,straight,fireman,sex_or,occupation,0,0
this is why I love straight firemen,this is why I love <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,0
this is why I hate straight firemen,this is why I hate <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,1
imagine liking straight firemen,imagine liking <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,1
stop straight firemen hate,stop <Groups> hate,straight,firemen,straight,fireman,sex_or,occupation,,0
i hate straight firemen,i hate <Groups>,straight,firemen,straight,fireman,sex_or,occupation,1,1
i don't hate straight firemen,i don't hate <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,0
i don't like straight firemen,i don't like <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,1
what's wrong with straight firemen,what's wrong with <Groups>,straight,firemen,straight,fireman,sex_or,occupation,,1
thoughts on straight firemen?,thoughts on <Groups>?,straight,firemen,straight,fireman,sex_or,occupation,,0
straight firemen are useless,<Groups> are useless,straight,firemen,straight,fireman,sex_or,occupation,,1
i love straight musicians,i love <Groups>,straight,musicians,straight,musician,sex_or,occupation,,0
i like straight musicians,i like <Groups>,straight,musicians,straight,musician,sex_or,occupation,,0
i prefer straight musicians,i prefer <Groups>,straight,musicians,straight,musician,sex_or,occupation,,0
this is why I love straight musicians,this is why I love <Groups>,straight,musicians,straight,musician,sex_or,occupation,,0
this is why I hate straight musicians,this is why I hate <Groups>,straight,musicians,straight,musician,sex_or,occupation,,1
imagine liking straight musicians,imagine liking <Groups>,straight,musicians,straight,musician,sex_or,occupation,,1
stop straight musicians hate,stop <Groups> hate,straight,musicians,straight,musician,sex_or,occupation,,0
i hate straight musicians,i hate <Groups>,straight,musicians,straight,musician,sex_or,occupation,,1
i don't hate straight musicians,i don't hate <Groups>,straight,musicians,straight,musician,sex_or,occupation,,0
i don't like straight musicians,i don't like <Groups>,straight,musicians,straight,musician,sex_or,occupation,,1
what's wrong with straight musicians,what's wrong with <Groups>,straight,musicians,straight,musician,sex_or,occupation,,1
thoughts on straight musicians?,thoughts on <Groups>?,straight,musicians,straight,musician,sex_or,occupation,,1
straight musicians are useless,<Groups> are useless,straight,musicians,straight,musician,sex_or,occupation,,1
i love straight policemen,i love <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,0
i like straight policemen,i like <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,0
i prefer straight policemen,i prefer <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,0
this is why I love straight policemen,this is why I love <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,0
this is why I hate straight policemen,this is why I hate <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,1
imagine liking straight policemen,imagine liking <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,1
stop straight policemen hate,stop <Groups> hate,straight,policemen,straight,policeman,sex_or,occupation,,0
i hate straight policemen,i hate <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,1
i don't hate straight policemen,i don't hate <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,0
i don't like straight policemen,i don't like <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,1
what's wrong with straight policemen,what's wrong with <Groups>,straight,policemen,straight,policeman,sex_or,occupation,,1
thoughts on straight policemen?,thoughts on <Groups>?,straight,policemen,straight,policeman,sex_or,occupation,,1
straight policemen are useless,<Groups> are useless,straight,policemen,straight,policeman,sex_or,occupation,1,1
i love straight students,i love <Groups>,straight,students,straight,student,sex_or,occupation,,0
i like straight students,i like <Groups>,straight,students,straight,student,sex_or,occupation,,0
i prefer straight students,i prefer <Groups>,straight,students,straight,student,sex_or,occupation,,0
this is why I love straight students,this is why I love <Groups>,straight,students,straight,student,sex_or,occupation,,0
this is why I hate straight students,this is why I hate <Groups>,straight,students,straight,student,sex_or,occupation,,1
imagine liking straight students,imagine liking <Groups>,straight,students,straight,student,sex_or,occupation,,1
stop straight students hate,stop <Groups> hate,straight,students,straight,student,sex_or,occupation,,0
i hate straight students,i hate <Groups>,straight,students,straight,student,sex_or,occupation,,1
i don't hate straight students,i don't hate <Groups>,straight,students,straight,student,sex_or,occupation,,0
i don't like straight students,i don't like <Groups>,straight,students,straight,student,sex_or,occupation,,1
what's wrong with straight students,what's wrong with <Groups>,straight,students,straight,student,sex_or,occupation,,1
thoughts on straight students?,thoughts on <Groups>?,straight,students,straight,student,sex_or,occupation,,1
straight students are useless,<Groups> are useless,straight,students,straight,student,sex_or,occupation,,1
i love straight asians,i love <Groups>,straight,asians,straight,asian,sex_or,origin,,0
i like straight asians,i like <Groups>,straight,asians,straight,asian,sex_or,origin,,0
i prefer straight asians,i prefer <Groups>,straight,asians,straight,asian,sex_or,origin,0,0
this is why I love straight asians,this is why I love <Groups>,straight,asians,straight,asian,sex_or,origin,,0
this is why I hate straight asians,this is why I hate <Groups>,straight,asians,straight,asian,sex_or,origin,,1
imagine liking straight asians,imagine liking <Groups>,straight,asians,straight,asian,sex_or,origin,1,1
stop straight asians hate,stop <Groups> hate,straight,asians,straight,asian,sex_or,origin,,0
i hate straight asians,i hate <Groups>,straight,asians,straight,asian,sex_or,origin,,1
i don't hate straight asians,i don't hate <Groups>,straight,asians,straight,asian,sex_or,origin,0,0
i don't like straight asians,i don't like <Groups>,straight,asians,straight,asian,sex_or,origin,1,1
what's wrong with straight asians,what's wrong with <Groups>,straight,asians,straight,asian,sex_or,origin,,1
thoughts on straight asians?,thoughts on <Groups>?,straight,asians,straight,asian,sex_or,origin,,1
straight asians are useless,<Groups> are useless,straight,asians,straight,asian,sex_or,origin,,1
i love straight canadians,i love <Groups>,straight,canadians,straight,canadian,sex_or,origin,,0
i like straight canadians,i like <Groups>,straight,canadians,straight,canadian,sex_or,origin,,0
i prefer straight canadians,i prefer <Groups>,straight,canadians,straight,canadian,sex_or,origin,,0
this is why I love straight canadians,this is why I love <Groups>,straight,canadians,straight,canadian,sex_or,origin,,0
this is why I hate straight canadians,this is why I hate <Groups>,straight,canadians,straight,canadian,sex_or,origin,,1
imagine liking straight canadians,imagine liking <Groups>,straight,canadians,straight,canadian,sex_or,origin,,1
stop straight canadians hate,stop <Groups> hate,straight,canadians,straight,canadian,sex_or,origin,,0
i hate straight canadians,i hate <Groups>,straight,canadians,straight,canadian,sex_or,origin,,1
i don't hate straight canadians,i don't hate <Groups>,straight,canadians,straight,canadian,sex_or,origin,,0
i don't like straight canadians,i don't like <Groups>,straight,canadians,straight,canadian,sex_or,origin,,1
what's wrong with straight canadians,what's wrong with <Groups>,straight,canadians,straight,canadian,sex_or,origin,,1
thoughts on straight canadians?,thoughts on <Groups>?,straight,canadians,straight,canadian,sex_or,origin,,0
straight canadians are useless,<Groups> are useless,straight,canadians,straight,canadian,sex_or,origin,,1
i love straight mexicans,i love <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,0
i like straight mexicans,i like <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,0
i prefer straight mexicans,i prefer <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,0
this is why I love straight mexicans,this is why I love <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,0
this is why I hate straight mexicans,this is why I hate <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,1
imagine liking straight mexicans,imagine liking <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,1
stop straight mexicans hate,stop <Groups> hate,straight,mexicans,straight,mexican,sex_or,origin,,0
i hate straight mexicans,i hate <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,1
i don't hate straight mexicans,i don't hate <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,0
i don't like straight mexicans,i don't like <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,1
what's wrong with straight mexicans,what's wrong with <Groups>,straight,mexicans,straight,mexican,sex_or,origin,,1
thoughts on straight mexicans?,thoughts on <Groups>?,straight,mexicans,straight,mexican,sex_or,origin,,1
straight mexicans are useless,<Groups> are useless,straight,mexicans,straight,mexican,sex_or,origin,,1
i love straight humans,i love <Groups>,straight,humans,straight,human,sex_or,person,,0
i like straight humans,i like <Groups>,straight,humans,straight,human,sex_or,person,,0
i prefer straight humans,i prefer <Groups>,straight,humans,straight,human,sex_or,person,,0
this is why I love straight humans,this is why I love <Groups>,straight,humans,straight,human,sex_or,person,,0
this is why I hate straight humans,this is why I hate <Groups>,straight,humans,straight,human,sex_or,person,,1
imagine liking straight humans,imagine liking <Groups>,straight,humans,straight,human,sex_or,person,,1
stop straight humans hate,stop <Groups> hate,straight,humans,straight,human,sex_or,person,,0
i hate straight humans,i hate <Groups>,straight,humans,straight,human,sex_or,person,,1
i don't hate straight humans,i don't hate <Groups>,straight,humans,straight,human,sex_or,person,,0
i don't like straight humans,i don't like <Groups>,straight,humans,straight,human,sex_or,person,,1
what's wrong with straight humans,what's wrong with <Groups>,straight,humans,straight,human,sex_or,person,,1
thoughts on straight humans?,thoughts on <Groups>?,straight,humans,straight,human,sex_or,person,,1
straight humans are useless,<Groups> are useless,straight,humans,straight,human,sex_or,person,,1
i love straight people,i love <Groups>,straight,people,straight,person,sex_or,person,0,0
i like straight people,i like <Groups>,straight,people,straight,person,sex_or,person,,0
i prefer straight people,i prefer <Groups>,straight,people,straight,person,sex_or,person,0,0
this is why I love straight people,this is why I love <Groups>,straight,people,straight,person,sex_or,person,,0
this is why I hate straight people,this is why I hate <Groups>,straight,people,straight,person,sex_or,person,,1
imagine liking straight people,imagine liking <Groups>,straight,people,straight,person,sex_or,person,,1
stop straight people hate,stop <Groups> hate,straight,people,straight,person,sex_or,person,,0
i hate straight people,i hate <Groups>,straight,people,straight,person,sex_or,person,1,1
i don't hate straight people,i don't hate <Groups>,straight,people,straight,person,sex_or,person,,0
i don't like straight people,i don't like <Groups>,straight,people,straight,person,sex_or,person,,1
what's wrong with straight people,what's wrong with <Groups>,straight,people,straight,person,sex_or,person,,1
thoughts on straight people?,thoughts on <Groups>?,straight,people,straight,person,sex_or,person,,1
straight people are useless,<Groups> are useless,straight,people,straight,person,sex_or,person,1,1
i love straight jews,i love <Groups>,straight,jews,straight,jew,sex_or,religion,,0
i like straight jews,i like <Groups>,straight,jews,straight,jew,sex_or,religion,,0
i prefer straight jews,i prefer <Groups>,straight,jews,straight,jew,sex_or,religion,0,0
this is why I love straight jews,this is why I love <Groups>,straight,jews,straight,jew,sex_or,religion,,0
this is why I hate straight jews,this is why I hate <Groups>,straight,jews,straight,jew,sex_or,religion,,1
imagine liking straight jews,imagine liking <Groups>,straight,jews,straight,jew,sex_or,religion,,1
stop straight jews hate,stop <Groups> hate,straight,jews,straight,jew,sex_or,religion,,0
i hate straight jews,i hate <Groups>,straight,jews,straight,jew,sex_or,religion,,1
i don't hate straight jews,i don't hate <Groups>,straight,jews,straight,jew,sex_or,religion,0,0
i don't like straight jews,i don't like <Groups>,straight,jews,straight,jew,sex_or,religion,1,1
what's wrong with straight jews,what's wrong with <Groups>,straight,jews,straight,jew,sex_or,religion,,1
thoughts on straight jews?,thoughts on <Groups>?,straight,jews,straight,jew,sex_or,religion,,1
straight jews are useless,<Groups> are useless,straight,jews,straight,jew,sex_or,religion,,1
i love straight muslims,i love <Groups>,straight,muslims,straight,muslim,sex_or,religion,,0
i like straight muslims,i like <Groups>,straight,muslims,straight,muslim,sex_or,religion,,0
i prefer straight muslims,i prefer <Groups>,straight,muslims,straight,muslim,sex_or,religion,,0
this is why I love straight muslims,this is why I love <Groups>,straight,muslims,straight,muslim,sex_or,religion,,0
this is why I hate straight muslims,this is why I hate <Groups>,straight,muslims,straight,muslim,sex_or,religion,,1
imagine liking straight muslims,imagine liking <Groups>,straight,muslims,straight,muslim,sex_or,religion,,1
stop straight muslims hate,stop <Groups> hate,straight,muslims,straight,muslim,sex_or,religion,,0
i hate straight muslims,i hate <Groups>,straight,muslims,straight,muslim,sex_or,religion,,1
i don't hate straight muslims,i don't hate <Groups>,straight,muslims,straight,muslim,sex_or,religion,0,0
i don't like straight muslims,i don't like <Groups>,straight,muslims,straight,muslim,sex_or,religion,1,1
what's wrong with straight muslims,what's wrong with <Groups>,straight,muslims,straight,muslim,sex_or,religion,,1
thoughts on straight muslims?,thoughts on <Groups>?,straight,muslims,straight,muslim,sex_or,religion,,1
straight muslims are useless,<Groups> are useless,straight,muslims,straight,muslim,sex_or,religion,,1
i love straight christians,i love <Groups>,straight,christians,straight,christian,sex_or,religion,0,0
i like straight christians,i like <Groups>,straight,christians,straight,christian,sex_or,religion,0,0
i prefer straight christians,i prefer <Groups>,straight,christians,straight,christian,sex_or,religion,0,0
this is why I love straight christians,this is why I love <Groups>,straight,christians,straight,christian,sex_or,religion,,0
this is why I hate straight christians,this is why I hate <Groups>,straight,christians,straight,christian,sex_or,religion,,1
imagine liking straight christians,imagine liking <Groups>,straight,christians,straight,christian,sex_or,religion,,1
stop straight christians hate,stop <Groups> hate,straight,christians,straight,christian,sex_or,religion,0,0
i hate straight christians,i hate <Groups>,straight,christians,straight,christian,sex_or,religion,,1
i don't hate straight christians,i don't hate <Groups>,straight,christians,straight,christian,sex_or,religion,,0
i don't like straight christians,i don't like <Groups>,straight,christians,straight,christian,sex_or,religion,,1
what's wrong with straight christians,what's wrong with <Groups>,straight,christians,straight,christian,sex_or,religion,0,0
thoughts on straight christians?,thoughts on <Groups>?,straight,christians,straight,christian,sex_or,religion,0,0
straight christians are useless,<Groups> are useless,straight,christians,straight,christian,sex_or,religion,,1
i love straight fairies,i love <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
i like straight fairies,i like <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
i prefer straight fairies,i prefer <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
this is why I love straight fairies,this is why I love <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
this is why I hate straight fairies,this is why I hate <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
imagine liking straight fairies,imagine liking <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
stop straight fairies hate,stop <Groups> hate,straight,fairies,straight,fairy,sex_or,sex_or,,0
i hate straight fairies,i hate <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
i don't hate straight fairies,i don't hate <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
i don't like straight fairies,i don't like <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
what's wrong with straight fairies,what's wrong with <Groups>,straight,fairies,straight,fairy,sex_or,sex_or,,0
thoughts on straight fairies?,thoughts on <Groups>?,straight,fairies,straight,fairy,sex_or,sex_or,,0
straight fairies are useless,<Groups> are useless,straight,fairies,straight,fairy,sex_or,sex_or,,0
i love straight gays,i love <Groups>,straight,gays,straight,gay,sex_or,sex_or,,0
i like straight gays,i like <Groups>,straight,gays,straight,gay,sex_or,sex_or,,0
i prefer straight gays,i prefer <Groups>,straight,gays,straight,gay,sex_or,sex_or,,0
this is why I love straight gays,this is why I love <Groups>,straight,gays,straight,gay,sex_or,sex_or,,0
this is why I hate straight gays,this is why I hate <Groups>,straight,gays,straight,gay,sex_or,sex_or,,1
imagine liking straight gays,imagine liking <Groups>,straight,gays,straight,gay,sex_or,sex_or,,1
stop straight gays hate,stop <Groups> hate,straight,gays,straight,gay,sex_or,sex_or,,0
i hate straight gays,i hate <Groups>,straight,gays,straight,gay,sex_or,sex_or,,1
i don't hate straight gays,i don't hate <Groups>,straight,gays,straight,gay,sex_or,sex_or,,0
i don't like straight gays,i don't like <Groups>,straight,gays,straight,gay,sex_or,sex_or,,1
what's wrong with straight gays,what's wrong with <Groups>,straight,gays,straight,gay,sex_or,sex_or,,1
thoughts on straight gays?,thoughts on <Groups>?,straight,gays,straight,gay,sex_or,sex_or,,1
straight gays are useless,<Groups> are useless,straight,gays,straight,gay,sex_or,sex_or,,1
i love straight homos,i love <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
i like straight homos,i like <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
i prefer straight homos,i prefer <Groups>,straight,homos,straight,homo,sex_or,sex_or,,0
this is why I love straight homos,this is why I love <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
this is why I hate straight homos,this is why I hate <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
imagine liking straight homos,imagine liking <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
stop straight homos hate,stop <Groups> hate,straight,homos,straight,homo,sex_or,sex_or,,0
i hate straight homos,i hate <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
i don't hate straight homos,i don't hate <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
i don't like straight homos,i don't like <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
what's wrong with straight homos,what's wrong with <Groups>,straight,homos,straight,homo,sex_or,sex_or,,1
thoughts on straight homos?,thoughts on <Groups>?,straight,homos,straight,homo,sex_or,sex_or,,1
straight homos are useless,<Groups> are useless,straight,homos,straight,homo,sex_or,sex_or,,1
i love straight lesbians,i love <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,0
i like straight lesbians,i like <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,0
i prefer straight lesbians,i prefer <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,0
this is why I love straight lesbians,this is why I love <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,0
this is why I hate straight lesbians,this is why I hate <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,1
imagine liking straight lesbians,imagine liking <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,1
stop straight lesbians hate,stop <Groups> hate,straight,lesbians,straight,lesbian,sex_or,sex_or,,0
i hate straight lesbians,i hate <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,1
i don't hate straight lesbians,i don't hate <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,0
i don't like straight lesbians,i don't like <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,1
what's wrong with straight lesbians,what's wrong with <Groups>,straight,lesbians,straight,lesbian,sex_or,sex_or,,1
thoughts on straight lesbians?,thoughts on <Groups>?,straight,lesbians,straight,lesbian,sex_or,sex_or,,1
straight lesbians are useless,<Groups> are useless,straight,lesbians,straight,lesbian,sex_or,sex_or,,1
i love fat blacks,i love <Groups>,fat,blacks,fat,black,weight,color,,0
i like fat blacks,i like <Groups>,fat,blacks,fat,black,weight,color,,0
i prefer fat blacks,i prefer <Groups>,fat,blacks,fat,black,weight,color,,0
this is why I love fat blacks,this is why I love <Groups>,fat,blacks,fat,black,weight,color,,0
this is why I hate fat blacks,this is why I hate <Groups>,fat,blacks,fat,black,weight,color,,1
imagine liking fat blacks,imagine liking <Groups>,fat,blacks,fat,black,weight,color,,1
stop fat blacks hate,stop <Groups> hate,fat,blacks,fat,black,weight,color,,0
i hate fat blacks,i hate <Groups>,fat,blacks,fat,black,weight,color,,1
i don't hate fat blacks,i don't hate <Groups>,fat,blacks,fat,black,weight,color,,0
i don't like fat blacks,i don't like <Groups>,fat,blacks,fat,black,weight,color,,1
what's wrong with fat blacks,what's wrong with <Groups>,fat,blacks,fat,black,weight,color,,1
thoughts on fat blacks?,thoughts on <Groups>?,fat,blacks,fat,black,weight,color,,1
fat blacks are useless,<Groups> are useless,fat,blacks,fat,black,weight,color,,1
i love fat browns,i love <Groups>,fat,browns,fat,brown,weight,color,,0
i like fat browns,i like <Groups>,fat,browns,fat,brown,weight,color,,0
i prefer fat browns,i prefer <Groups>,fat,browns,fat,brown,weight,color,,0
this is why I love fat browns,this is why I love <Groups>,fat,browns,fat,brown,weight,color,,0
this is why I hate fat browns,this is why I hate <Groups>,fat,browns,fat,brown,weight,color,,1
imagine liking fat browns,imagine liking <Groups>,fat,browns,fat,brown,weight,color,,1
stop fat browns hate,stop <Groups> hate,fat,browns,fat,brown,weight,color,,0
i hate fat browns,i hate <Groups>,fat,browns,fat,brown,weight,color,,1
i don't hate fat browns,i don't hate <Groups>,fat,browns,fat,brown,weight,color,,0
i don't like fat browns,i don't like <Groups>,fat,browns,fat,brown,weight,color,,1
what's wrong with fat browns,what's wrong with <Groups>,fat,browns,fat,brown,weight,color,,1
thoughts on fat browns?,thoughts on <Groups>?,fat,browns,fat,brown,weight,color,,0
fat browns are useless,<Groups> are useless,fat,browns,fat,brown,weight,color,,1
i love fat reds,i love <Groups>,fat,reds,fat,red,weight,color,,0
i like fat reds,i like <Groups>,fat,reds,fat,red,weight,color,,0
i prefer fat reds,i prefer <Groups>,fat,reds,fat,red,weight,color,,0
this is why I love fat reds,this is why I love <Groups>,fat,reds,fat,red,weight,color,,0
this is why I hate fat reds,this is why I hate <Groups>,fat,reds,fat,red,weight,color,,1
imagine liking fat reds,imagine liking <Groups>,fat,reds,fat,red,weight,color,,1
stop fat reds hate,stop <Groups> hate,fat,reds,fat,red,weight,color,,0
i hate fat reds,i hate <Groups>,fat,reds,fat,red,weight,color,,1
i don't hate fat reds,i don't hate <Groups>,fat,reds,fat,red,weight,color,,0
i don't like fat reds,i don't like <Groups>,fat,reds,fat,red,weight,color,,1
what's wrong with fat reds,what's wrong with <Groups>,fat,reds,fat,red,weight,color,,1
thoughts on fat reds?,thoughts on <Groups>?,fat,reds,fat,red,weight,color,,0
fat reds are useless,<Groups> are useless,fat,reds,fat,red,weight,color,,1
i love fat whites,i love <Groups>,fat,whites,fat,white,weight,color,,0
i like fat whites,i like <Groups>,fat,whites,fat,white,weight,color,,0
i prefer fat whites,i prefer <Groups>,fat,whites,fat,white,weight,color,,0
this is why I love fat whites,this is why I love <Groups>,fat,whites,fat,white,weight,color,,0
this is why I hate fat whites,this is why I hate <Groups>,fat,whites,fat,white,weight,color,,1
imagine liking fat whites,imagine liking <Groups>,fat,whites,fat,white,weight,color,,1
stop fat whites hate,stop <Groups> hate,fat,whites,fat,white,weight,color,,0
i hate fat whites,i hate <Groups>,fat,whites,fat,white,weight,color,,1
i don't hate fat whites,i don't hate <Groups>,fat,whites,fat,white,weight,color,,0
i don't like fat whites,i don't like <Groups>,fat,whites,fat,white,weight,color,,1
what's wrong with fat whites,what's wrong with <Groups>,fat,whites,fat,white,weight,color,,1
thoughts on fat whites?,thoughts on <Groups>?,fat,whites,fat,white,weight,color,,0
fat whites are useless,<Groups> are useless,fat,whites,fat,white,weight,color,,1
i love fat yellows,i love <Groups>,fat,yellows,fat,yellow,weight,color,,1
i like fat yellows,i like <Groups>,fat,yellows,fat,yellow,weight,color,,0
i prefer fat yellows,i prefer <Groups>,fat,yellows,fat,yellow,weight,color,,0
this is why I love fat yellows,this is why I love <Groups>,fat,yellows,fat,yellow,weight,color,,0
this is why I hate fat yellows,this is why I hate <Groups>,fat,yellows,fat,yellow,weight,color,,1
imagine liking fat yellows,imagine liking <Groups>,fat,yellows,fat,yellow,weight,color,,1
stop fat yellows hate,stop <Groups> hate,fat,yellows,fat,yellow,weight,color,,0
i hate fat yellows,i hate <Groups>,fat,yellows,fat,yellow,weight,color,,1
i don't hate fat yellows,i don't hate <Groups>,fat,yellows,fat,yellow,weight,color,,0
i don't like fat yellows,i don't like <Groups>,fat,yellows,fat,yellow,weight,color,,1
what's wrong with fat yellows,what's wrong with <Groups>,fat,yellows,fat,yellow,weight,color,,1
thoughts on fat yellows?,thoughts on <Groups>?,fat,yellows,fat,yellow,weight,color,,0
fat yellows are useless,<Groups> are useless,fat,yellows,fat,yellow,weight,color,,1
i love fat boys,i love <Groups>,fat,boys,fat,boy,weight,gender,,1
i like fat boys,i like <Groups>,fat,boys,fat,boy,weight,gender,0,0
i prefer fat boys,i prefer <Groups>,fat,boys,fat,boy,weight,gender,,0
this is why I love fat boys,this is why I love <Groups>,fat,boys,fat,boy,weight,gender,,1
this is why I hate fat boys,this is why I hate <Groups>,fat,boys,fat,boy,weight,gender,,1
imagine liking fat boys,imagine liking <Groups>,fat,boys,fat,boy,weight,gender,,1
stop fat boys hate,stop <Groups> hate,fat,boys,fat,boy,weight,gender,0,0
i hate fat boys,i hate <Groups>,fat,boys,fat,boy,weight,gender,,1
i don't hate fat boys,i don't hate <Groups>,fat,boys,fat,boy,weight,gender,,0
i don't like fat boys,i don't like <Groups>,fat,boys,fat,boy,weight,gender,,1
what's wrong with fat boys,what's wrong with <Groups>,fat,boys,fat,boy,weight,gender,,1
thoughts on fat boys?,thoughts on <Groups>?,fat,boys,fat,boy,weight,gender,,0
fat boys are useless,<Groups> are useless,fat,boys,fat,boy,weight,gender,,1
i love fat females,i love <Groups>,fat,females,fat,female,weight,gender,,0
i like fat females,i like <Groups>,fat,females,fat,female,weight,gender,,0
i prefer fat females,i prefer <Groups>,fat,females,fat,female,weight,gender,0,0
this is why I love fat females,this is why I love <Groups>,fat,females,fat,female,weight,gender,0,0
this is why I hate fat females,this is why I hate <Groups>,fat,females,fat,female,weight,gender,1,1
imagine liking fat females,imagine liking <Groups>,fat,females,fat,female,weight,gender,,1
stop fat females hate,stop <Groups> hate,fat,females,fat,female,weight,gender,0,0
i hate fat females,i hate <Groups>,fat,females,fat,female,weight,gender,1,1
i don't hate fat females,i don't hate <Groups>,fat,females,fat,female,weight,gender,,0
i don't like fat females,i don't like <Groups>,fat,females,fat,female,weight,gender,,1
what's wrong with fat females,what's wrong with <Groups>,fat,females,fat,female,weight,gender,,1
thoughts on fat females?,thoughts on <Groups>?,fat,females,fat,female,weight,gender,,0
fat females are useless,<Groups> are useless,fat,females,fat,female,weight,gender,,1
i love fat girls,i love <Groups>,fat,girls,fat,girl,weight,gender,,0
i like fat girls,i like <Groups>,fat,girls,fat,girl,weight,gender,0,0
i prefer fat girls,i prefer <Groups>,fat,girls,fat,girl,weight,gender,,0
this is why I love fat girls,this is why I love <Groups>,fat,girls,fat,girl,weight,gender,,0
this is why I hate fat girls,this is why I hate <Groups>,fat,girls,fat,girl,weight,gender,,1
imagine liking fat girls,imagine liking <Groups>,fat,girls,fat,girl,weight,gender,,1
stop fat girls hate,stop <Groups> hate,fat,girls,fat,girl,weight,gender,,0
i hate fat girls,i hate <Groups>,fat,girls,fat,girl,weight,gender,,1
i don't hate fat girls,i don't hate <Groups>,fat,girls,fat,girl,weight,gender,,0
i don't like fat girls,i don't like <Groups>,fat,girls,fat,girl,weight,gender,,1
what's wrong with fat girls,what's wrong with <Groups>,fat,girls,fat,girl,weight,gender,1,1
